pdfs/1676632383158_TATA%20IPL%202023%20-%20Match%20Schedule.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
April 21,2018,4:00 PM IST,Kolkata Knight Riders vs Kings XI Punjab,Eden Gardens, Kolkata,League,Kings XI Punjab Won by DL Method
April 21,2018,8:00 PM IST,Royal Challengers Bangalore vs Delhi Capitals,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 6 Wicket(s)
April 22,2018,4:00 PM IST,Rajasthan Royals vs Mumbai Indians,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 3 Wicket(s)
April 22,2018,8:00 PM IST,Sunrisers Hyderabad vs Chennai Super Kings,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Chennai Super Kings Won by 4 Run(s)
April 23,2018,8:00 PM IST,Delhi Capitals vs Kings XI Punjab,Feroz Shah Kotla, Delhi,League,Kings XI Punjab Won by 4 Run(s)
April 24,2018,8:00 PM IST,Mumbai Indians vs Sunrisers Hyderabad,Wankhede Stadium, Mumbai,League,Sunrisers Hyderabad Won by 31 Run(s)
April 25,2018,8:00 PM IST,Royal Challengers Bangalore vs Chennai Super Kings,M Chinnaswamy Stadium, Bangalore,League,Chennai Super Kings Won by 5 Wicket(s)
April 26,2018,8:00 PM IST,Sunrisers Hyderabad vs Kings XI Punjab,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 13 Run(s)
April 27,2018,8:00 PM IST,Delhi Capitals vs Kolkata Knight Riders,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 55 Run(s)
April 28,2018,8:00 PM IST,Chennai Super Kings vs Mumbai Indians,Maharashtra Cricket Association Stadium, Pune,League,Mumbai Indians Won by 8 Wicket(s)
April 29,2018,4:00 PM IST,Rajasthan Royals vs Sunrisers Hyderabad,Sawai Mansingh Stadium, Jaipur,League,Sunrisers Hyderabad Won by 11 Run(s)
April 29,2018,8:00 PM IST,Royal Challengers Bangalore vs Kolkata Knight Riders,M Chinnaswamy Stadium, Bangalore,League,Kolkata Knight Riders Won by 6 Wicket(s)
April 30,2018,8:00 PM IST,Chennai Super Kings vs Delhi Capitals,Maharashtra Cricket Association Stadium, Pune,League,Chennai Super Kings Won by 13 Run(s)
May 1,2018,8:00 PM IST,Royal Challengers Bangalore vs Mumbai Indians,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 14 Run(s)
May 2,2018,8:00 PM IST,Delhi Capitals vs Rajasthan Royals,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by DL Method
May 3,2018,8:00 PM IST,Kolkata Knight Riders vs Chennai Super Kings,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 6 Wicket(s)
May 4,2018,8:00 PM IST,Kings XI Punjab vs Mumbai Indians,Holkar Cricket Stadium, Indore,League,Mumbai Indians Won by 6 Wicket(s)
May 5,2018,4:00 PM IST,Chennai Super Kings vs Royal Challengers Bangalore,Maharashtra Cricket Association Stadium, Pune,League,Chennai Super Kings Won by 6 Wicket(s)
May 5,2018,8:00 PM IST,Sunrisers Hyderabad vs Delhi Capitals,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 7 Wicket(s)
May 6,2018,4:00 PM IST,Kings XI Punjab vs Rajasthan Royals,Holkar Cricket Stadium, Indore,League,Kings XI Punjab Won by 6 Wicket(s)
May 6,2018,8:00 PM IST,Mumbai Indians vs Kolkata Knight Riders,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 13 Run(s)
May 7,2018,8:00 PM IST,Sunrisers Hyderabad vs Royal Challengers Bangalore,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Sunrisers Hyderabad Won by 5 Run(s)
May 8,2018,8:00 PM IST,Rajasthan Royals vs Kings XI Punjab,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 15 Run(s)
May 9,2018,8:00 PM IST,Kolkata Knight Riders vs Mumbai Indians,Eden Gardens, Kolkata,League,Mumbai Indians Won by 102 Run(s)
May 10,2018,8:00 PM IST,Delhi Capitals vs Sunrisers Hyderabad,Feroz Shah Kotla, Delhi,League,Sunrisers Hyderabad Won by 9 Wicket(s)
May 11,2018,8:00 PM IST,Rajasthan Royals vs Chennai Super Kings,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 4 Wicket(s)
May 12,2018,4:00 PM IST,Kings XI Punjab vs Kolkata Knight Riders,Holkar Cricket Stadium, Indore,League,Kolkata Knight Riders Won by 31 Run(s)
May 12,2018,8:00 PM IST,Delhi Capitals vs Royal Challengers Bangalore,Feroz Shah Kotla, Delhi,League,Royal Challengers Bangalore Won by 5 Wicket(s)
May 13,2018,4:00 PM IST,Chennai Super Kings vs Sunrisers Hyderabad,Maharashtra Cricket Association Stadium, Pune,League,Chennai Super Kings Won by 8 Wicket(s)
May 13,2018,8:00 PM IST,Mumbai Indians vs Rajasthan Royals,Wankhede Stadium, Mumbai,League,Rajasthan Royals Won by 7 Wicket(s)
May 14,2018,8:00 PM IST,Kings XI Punjab vs Royal Challengers Bangalore,Holkar Cricket Stadium, Indore,League,Royal Challengers Bangalore Won by 10 Wicket(s)
May 15,2018,8:00 PM IST,Kolkata Knight Riders vs Rajasthan Royals,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by 6 Wicket(s)
May 16,2018,8:00 PM IST,Mumbai Indians vs Kings XI Punjab,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 3 Run(s)
May 17,2018,8:00 PM IST,Royal Challengers Bangalore vs Sunrisers Hyderabad,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 14 Run(s)
May 18,2018,8:00 PM IST,Delhi Capitals vs Chennai Super Kings,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 34 Run(s)
May 19,2018,4:00 PM IST,Sunrisers Hyderabad vs Kolkata Knight Riders,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Kolkata Knight Riders Won by 5 Wicket(s)
May 19,2018,8:00 PM IST,Rajasthan Royals vs Royal Challengers Bangalore,Sawai Mansingh Stadium, Jaipur,League,Rajasthan Royals Won by 30 Run(s)
May 20,2018,4:00 PM IST,Delhi Capitals vs Mumbai Indians,Feroz Shah Kotla, Delhi,League,Delhi Capitals Won by 11 Run(s)
May 20,2018,8:00 PM IST,Chennai Super Kings vs Kings XI Punjab,Maharashtra Cricket Association Stadium, Pune,League,Chennai Super Kings Won by 5 Wicket(s)
May 22,2018,8:00 PM IST,Sunrisers Hyderabad vs Chennai Super Kings,Wankhede Stadium, Mumbai,Qualifier,Chennai Super Kings Won by 2 Wicket(s)
May 23,2018,8:00 PM IST,Kolkata Knight Riders vs Rajasthan Royals,Eden Gardens, Kolkata,Eliminator,Kolkata Knight Riders Won by 25 Run(s)
May 25,2018,8:00 PM IST,Kolkata Knight Riders vs Sunrisers Hyderabad,Eden Gardens, Kolkata,Qualifier,Sunrisers Hyderabad Won by 14 Run(s)
May 27,2018,8:00 PM IST,Chennai Super Kings vs Sunrisers Hyderabad,Wankhede Stadium, Mumbai,Final,Chennai Super Kings Won by 8 Wicket(s)
Winner of season: Chennai Super Kings
2018


pdfs/ipl-2019-schedule-pdf.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
March 23,2019,8:00 PM IST,Chennai Super Kings vs Royal Challengers Bangalore,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 7 Wicket(s)
March 24,2019,4:00 PM IST,Kolkata Knight Riders vs Sunrisers Hyderabad,Eden Gardens Kolkata,League,Kolkata Knight Riders Won by 6 Wicket(s)
March 24,2019,8:00 PM IST,Mumbai Indians vs Delhi Capitals,Wankhede Stadium Mumbai,League,Delhi Capitals Won by 37 Run(s)
March 25,2019,8:00 PM IST,Rajasthan Royals vs Kings XI Punjab,Sawai Mansingh Stadium Jaipur,League,Kings XI Punjab Won by 14 Run(s)
March 26,2019,8:00 PM IST,Delhi Capitals vs Chennai Super Kings,Feroz Shah Kotla Delhi,League,Chennai Super Kings Won by 6 Wicket(s)
March 27,2019,8:00 PM IST,Kolkata Knight Riders vs Kings XI Punjab,Eden Gardens Kolkata,League,Kolkata Knight Riders Won by 28 Run(s)
March 28,2019,8:00 PM IST,Royal Challengers Bangalore vs Mumbai Indians,M Chinnaswamy Stadium Bangalore,League,Mumbai Indians Won by 6 Run(s)
March 29,2019,8:00 PM IST,Sunrisers Hyderabad vs Rajasthan Royals,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Sunrisers Hyderabad Won by 5 Wicket(s)
March 30,2019,4:00 PM IST,Kings XI Punjab vs Mumbai Indians,Punjab Cricket Association IS Bindra Stadium Mohali Chandigarh,League,Kings XI Punjab Won by 8 Wicket(s)
March 30,2019,8:00 PM IST,Delhi Capitals vs Kolkata Knight Riders,Feroz Shah Kotla Delhi,League,Kolkata Knight Riders Won by 
March 31,2019,4:00 PM IST,Chennai Super Kings vs Rajasthan Royals,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 8 Run(s)
March 31,2019,8:00 PM IST,Sunrisers Hyderabad vs Royal Challengers Bangalore,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Sunrisers Hyderabad Won by 118 Run(s)
April 1,2019,8:00 PM IST,Kings XI Punjab vs Delhi Capitals,Punjab Cricket Association IS Bindra Stadium Mohali Chandigarh,League,Kings XI Punjab Won by 14 Run(s)
April 2,2019,8:00 PM IST,Rajasthan Royals vs Royal Challengers Bangalore,Sawai Mansingh Stadium Jaipur,League,Rajasthan Royals Won by 7 Wicket(s)
April 3,2019,8:00 PM IST,Mumbai Indians vs Chennai Super Kings,Wankhede Stadium Mumbai,League,Mumbai Indians Won by 37 Run(s)
April 4,2019,8:00 PM IST,Delhi Capitals vs Sunrisers Hyderabad,Feroz Shah Kotla Delhi,League,Sunrisers Hyderabad Won by 5 Wicket(s)
April 5,2019,8:00 PM IST,Royal Challengers Bangalore vs Kolkata Knight Riders,M Chinnaswamy Stadium Bangalore,League,Kolkata Knight Riders Won by 5 Wicket(s)
April 6,2019,4:00 PM IST,Chennai Super Kings vs Kings XI Punjab,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 22 Run(s)
April 6,2019,8:00 PM IST,Sunrisers Hyderabad vs Mumbai Indians,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Mumbai Indians Won by 40 Run(s)
April 7,2019,4:00 PM IST,Royal Challengers Bangalore vs Delhi Capitals,M Chinnaswamy Stadium Bangalore,League,Delhi Capitals Won by 4 Wicket(s)
April 7,2019,8:00 PM IST,Rajasthan Royals vs Kolkata Knight Riders,Sawai Mansingh Stadium Jaipur,League,Kolkata Knight Riders Won by 8 Wicket(s)
April 8,2019,8:00 PM IST,Kings XI Punjab vs Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium Mohali Chandigarh,League,Kings XI Punjab Won by 6 Wicket(s)
April 9,2019,8:00 PM IST,Chennai Super Kings vs Kolkata Knight Riders,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 7 Wicket(s)
April 10,2019,8:00 PM IST,Mumbai Indians vs Kings XI Punjab,Wankhede Stadium Mumbai,League,Mumbai Indians Won by 3 Wicket(s)
April 11,2019,8:00 PM IST,Rajasthan Royals vs Chennai Super Kings,Sawai Mansingh Stadium Jaipur,League,Chennai Super Kings Won by 4 Wicket(s)
April 12,2019,8:00 PM IST,Kolkata Knight Riders vs Delhi Capitals,Eden Gardens Kolkata,League,Delhi Capitals Won by 7 Wicket(s)
April 13,2019,4:00 PM IST,Kings XI Punjab vs Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium Mohali Chandigarh,League,Royal Challengers Bangalore Won by 8 Wicket(s)
April 13,2019,8:00 PM IST,Mumbai Indians vs Rajasthan Royals,Wankhede Stadium Mumbai,League,Rajasthan Royals Won by 4 Wicket(s)
April 14,2019,4:00 PM IST,Kolkata Knight Riders vs Chennai Super Kings,Eden Gardens Kolkata,League,Chennai Super Kings Won by 5 Wicket(s)
April 14,2019,8:00 PM IST,Sunrisers Hyderabad vs Delhi Capitals,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Delhi Capitals Won by 39 Run(s)
April 15,2019,8:00 PM IST,Mumbai Indians vs Royal Challengers Bangalore,Wankhede Stadium Mumbai,League,Mumbai Indians Won by 5 Wicket(s)
April 16,2019,8:00 PM IST,Kings XI Punjab vs Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium Mohali Chandigarh,League,Kings XI Punjab Won by 12 Run(s)
April 17,2019,8:00 PM IST,Sunrisers Hyderabad vs Chennai Super Kings,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Sunrisers Hyderabad Won by 6 Wicket(s)
April 18,2019,8:00 PM IST,Delhi Capitals vs Mumbai Indians,Feroz Shah Kotla Delhi,League,Mumbai Indians Won by 40 Run(s)
April 19,2019,8:00 PM IST,Kolkata Knight Riders vs Royal Challengers Bangalore,Eden Gardens Kolkata,League,Royal Challengers Bangalore Won by 10 Run(s)
April 20,2019,4:00 PM IST,Rajasthan Royals vs Mumbai Indians,Sawai Mansingh Stadium Jaipur,League,Rajasthan Royals Won by 5 Wicket(s)
April 20,2019,8:00 PM IST,Delhi Capitals vs Kings XI Punjab,Feroz Shah Kotla Delhi,League,Delhi Capitals Won by 5 Wicket(s)
April 21,2019,4:00 PM IST,Royal Challengers Bangalore vs Chennai Super Kings,M Chinnaswamy Stadium Bangalore,League,Royal Challengers Bangalore Won by 1 Run(s)
April 21,2019,8:00 PM IST,Sunrisers Hyderabad vs Kolkata Knight Riders,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Sunrisers Hyderabad Won by 9 Wicket(s)
April 22,2019,8:00 PM IST,Rajasthan Royals vs Delhi Capitals,Sawai Mansingh Stadium Jaipur,League,Delhi Capitals Won by 6 Wicket(s)
April 23,2019,8:00 PM IST,Chennai Super Kings vs Sunrisers Hyderabad,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 6 Wicket(s)
April 24,2019,8:00 PM IST,Royal Challengers Bangalore vs Kings XI Punjab,M Chinnaswamy Stadium Bangalore,League,Royal Challengers Bangalore Won by 17 Run(s)
April 25,2019,8:00 PM IST,Kolkata Knight Riders vs Rajasthan Royals,Eden Gardens Kolkata,League,Rajasthan Royals Won by 3 Wicket(s)
April 26,2019,8:00 PM IST,Chennai Super Kings vs Mumbai Indians,MA Chidambaram Stadium Chepauk Chennai,League,Mumbai Indians Won by 46 Run(s)
April 27,2019,8:00 PM IST,Rajasthan Royals vs Sunrisers Hyderabad,Sawai Mansingh Stadium Jaipur,League,Rajasthan Royals Won by 7 Wicket(s)
April 28,2019,4:00 PM IST,Delhi Capitals vs Royal Challengers Bangalore,Feroz Shah Kotla Delhi,League,Delhi Capitals Won by 16 Run(s)
April 28,2019,8:00 PM IST,Kolkata Knight Riders vs Mumbai Indians,Eden Gardens Kolkata,League,Kolkata Knight Riders Won by 34 Run(s)
April 29,2019,8:00 PM IST,Sunrisers Hyderabad vs Kings XI Punjab,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Sunrisers Hyderabad Won by 45 Run(s)
April 30,2019,8:00 PM IST,Royal Challengers Bangalore vs Rajasthan Royals,M Chinnaswamy Stadium Bangalore,League,No Result
May 1,2019,8:00 PM IST,Chennai Super Kings vs Delhi Capitals,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 80 Run(s)
May 2,2019,8:00 PM IST,Mumbai Indians vs Sunrisers Hyderabad,Wankhede Stadium Mumbai,League,Sunrisers Hyderabad Won by 
May 3,2019,8:00 PM IST,Kings XI Punjab vs Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium Mohali Chandigarh,League,Kolkata Knight Riders Won by 7 Wicket(s)
May 4,2019,4:00 PM IST,Delhi Capitals vs Rajasthan Royals,Feroz Shah Kotla Delhi,League,Delhi Capitals Won by 5 Wicket(s)
May 4,2019,8:00 PM IST,Royal Challengers Bangalore vs Sunrisers Hyderabad,M Chinnaswamy Stadium Bangalore,League,Royal Challengers Bangalore Won by 4 Wicket(s)
May 5,2019,4:00 PM IST,Mumbai Indians vs Kolkata Knight Riders,Wankhede Stadium Mumbai,League,Mumbai Indians Won by 9 Wicket(s)
May 5,2019,8:00 PM IST,Kings XI Punjab vs Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium Mohali Chandigarh,League,Kings XI Punjab Won by 6 Wicket(s)
May 7,2019,8:00 PM IST,Mumbai Indians vs Chennai Super Kings,MA Chidambaram Stadium Chepauk Chennai,Qualifier,Mumbai Indians Won by 6 Wicket(s)
May 8,2019,8:00 PM IST,Delhi Capitals vs Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium Visakhapatnam,Eliminator,Delhi Capitals Won by 2 Wicket(s)
May 10,2019,8:00 PM IST,Chennai Super Kings vs Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium Visakhapatnam,Qualifier,Chennai Super Kings Won by 6 Wicket(s)
May 12,2019,8:00 PM IST,Mumbai Indians vs Chennai Super Kings,Rajiv Gandhi International Stadium Uppal Hyderabad,Final,Mumbai Indians Won by 1 Run(s)
Winner of season: Mumbai Indians
2019


pdfs/IPL-2022-SCHEDULE.docx-1.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
26-Mar-22,2022,7:30 PM,Chennai Super Kings vs Kolkata Knight Riders,Wankhede Stadium,League,
27-Mar-22,2022,3:30 PM,Delhi Capitals vs Mumbai Indians,Brabourne CCI,League,
27-Mar-22,2022,7:30 PM,Punjab Kings vs Royal Challengers Bangalore,DY Patil Stadium,League,
28-Mar-22,2022,7:30 PM,Gujarat Titans vs Lucknow Super Giants,Wankhede Stadium,League,
29-Mar-22,2022,7:30 PM,Sunrisers Hyderabad vs Rajasthan Royals,MCA Stadium, Pune,League,
30-Mar-22,2022,7:30 PM,Royal Challengers Bangalore vs Kolkata Knight Riders,DY Patil Stadium,League,
31-Mar-22,2022,7:30 PM,Lucknow Super Giants vs Chennai Super Kings,Brabourne CCI,League,
01-Apr-22,2022,7:30 PM,Kolkata Knight Riders vs Punjab Kings,Wankhede Stadium,League,
02-Apr-22,2022,3:30 PM,Mumbai Indians vs Rajasthan Royals,DY Patil Stadium,League,
02-Apr-22,2022,7:30 PM,Gujarat Titans vs Delhi Capitals,MCA Stadium, Pune,League,
03-Apr-22,2022,7:30 PM,Chennai Super Kings vs Punjab Kings,DY Patil Stadium,League,
04-Apr-22,2022,7:30 PM,Sunrisers Hyderabad vs Lucknow Super Giants,Brabourne CCI,League,
05-Apr-22,2022,7:30 PM,Rajasthan Royals vs Royal Challengers Bangalore,Wankhede Stadium,League,
06-Apr-22,2022,7:30 PM,Kolkata Knight Riders vs Mumbai Indians,DY Patil Stadium,League,
07-Apr-22,2022,7:30 PM,Lucknow Super Giants vs Delhi Capitals,MCA Stadium, Pune,League,
08-Apr-22,2022,7:30 PM,Punjab Kings vs Gujarat Titans,Brabourne CCI,League,
09-Apr-22,2022,3:30 PM,Chennai Super Kings vs Sunrisers Hyderabad,DY Patil Stadium,League,
09-Apr-22,2022,7:30 PM,Royal Challengers Bangalore vs Mumbai Indians,Wankhede Stadium,League,
10-Apr-22,2022,3:30 PM,Kolkata Knight Riders vs Delhi Capitals,DY Patil Stadium,League,
10-Apr-22,2022,7:30 PM,Rajasthan Royals vs Lucknow Super Giants,MCA Stadium, Pune,League,
11-Apr-22,2022,7:30 PM,Sunrisers Hyderabad vs Gujarat Titans,Brabourne CCI,League,
12-Apr-22,2022,7:30 PM,Chennai Super Kings vs Royal Challengers Bangalore,Wankhede Stadium,League,
13-Apr-22,2022,7:30 PM,Mumbai Indians vs Punjab Kings,DY Patil Stadium,League,
14-Apr-22,2022,7:30 PM,Rajasthan Royals vs Gujarat Titans,DY Patil Stadium,League,
15-Apr-22,2022,7:30 PM,Sunrisers Hyderabad vs Kolkata Knight Riders,Brabourne CCI,League,
16-Apr-22,2022,3:30 PM,Mumbai Indians vs Lucknow Super Giants,Wankhede Stadium,League,
16-Apr-22,2022,7:30 PM,Delhi Capitals vs Sunrisers Hyderabad,Brabourne CCI,League,
17-Apr-22,2022,3:30 PM,Punjab Kings vs Royal Challengers Bangalore,DY Patil Stadium,League,
17-Apr-22,2022,7:30 PM,Gujarat Titans vs Chennai Super Kings,MCA Stadium, Pune,League,
18-Apr-22,2022,7:30 PM,Rajasthan Royals vs Kolkata Knight Riders,Brabourne CCI,League,
19-Apr-22,2022,7:30 PM,Lucknow Super Giants vs Royal Challengers Bangalore,DY Patil Stadium,League,
20-Apr-22,2022,7:30 PM,Delhi Capitals vs Punjab Kings,MCA Stadium, Pune,League,
21-Apr-22,2022,7:30 PM,Mumbai Indians vs Chennai Super Kings,DY Patil Stadium,League,
22-Apr-22,2022,7:30 PM,Delhi Capitals vs Rajasthan Royals,Brabourne CCI,League,
23-Apr-22,2022,3:30 PM,Kolkata Knight Riders vs Royal Challengers Bangalore,DY Patil Stadium,League,
23-Apr-22,2022,7:30 PM,Punjab Kings vs Gujarat Titans,Wankhede Stadium,League,
24-Apr-22,2022,7:30 PM,Royal Challengers Bangalore vs Lucknow Super Giants,MCA Stadium, Pune,League,
25-Apr-22,2022,7:30 PM,Punjab Kings vs Sunrisers Hyderabad,Brabourne CCI,League,
26-Apr-22,2022,7:30 PM,Gujarat Titans vs Mumbai Indians,Wankhede Stadium,League,
27-Apr-22,2022,7:30 PM,Gujarat Titans vs Sunrisers Hyderabad,Wankhede Stadium,League,
28-Apr-22,2022,7:30 PM,Delhi Capitals vs Kolkata Knight Riders,Wankhede Stadium,League,
29-Apr-22,2022,7:30 PM,Punjab Kings vs Lucknow Super Giants,MCA Stadium, Pune,League,
30-Apr-22,2022,3:30 PM,Gujarat Titans vs Royal Challengers Bangalore,Brabourne CCI,League,
30-Apr-22,2022,7:30 PM,Rajasthan Royals vs Mumbai Indians,DY Patil Stadium,League,
01-May-22,2022,3:30 PM,Delhi Capitals vs Lucknow Super Giants,Wankhede Stadium,League,
01-May-22,2022,7:30 PM,Sunrisers Hyderabad vs Chennai Super Kings,MCA Stadium, Pune,League,
02-May-22,2022,7:30 PM,Kolkata Knight Riders vs Rajasthan Royals,Wankhede Stadium,League,
03-May-22,2022,7:30 PM,Gujarat Titans vs Punjab Kings,DY Patil Stadium,League,
04-May-22,2022,7:30 PM,Royal Challengers Bangalore vs Chennai Super Kings,MCA Stadium, Pune,League,
05-May-22,2022,7:30 PM,Delhi Capitals vs Sunrisers Hyderabad,Brabourne CCI,League,
06-May-22,2022,7:30 PM,Gujarat Titans vs Mumbai Indians,Brabourne CCI,League,
07-May-22,2022,3:30 PM,Punjab Kings vs Rajasthan Royals,Wankhede Stadium,League,
07-May-22,2022,7:30 PM,Lucknow Super Giants vs Kolkata Knight Riders,DY Patil Stadium,League,
08-May-22,2022,3:30 PM,Sunrisers Hyderabad vs Royal Challengers Bangalore,MCA Stadium, Pune,League,
08-May-22,2022,7:30 PM,Chennai Super Kings vs Delhi Capitals,Wankhede Stadium,League,
09-May-22,2022,7:30 PM,Mumbai Indians vs Kolkata Knight Riders,DY Patil Stadium,League,
10-May-22,2022,7:30 PM,Lucknow Super Giants vs Gujarat Titans,MCA Stadium, Pune,League,
11-May-22,2022,7:30 PM,Rajasthan Royals vs Delhi Capitals,DY Patil Stadium,League,
12-May-22,2022,7:30 PM,Chennai Super Kings vs Mumbai Indians,Wankhede Stadium,League,
13-May-22,2022,7:30 PM,Royal Challengers Bangalore vs Punjab Kings,Brabourne CCI,League,
14-May-22,2022,7:30 PM,Kolkata Knight Riders vs Sunrisers Hyderabad,DY Patil Stadium,League,
15-May-22,2022,3:30 PM,Chennai Super Kings vs Gujarat Titans,MCA Stadium, Pune,League,
15-May-22,2022,7:30 PM,Lucknow Super Giants vs Rajasthan Royals,Wankhede Stadium,League,
16-May-22,2022,7:30 PM,Punjab Kings vs Delhi Capitals,Brabourne CCI,League,
17-May-22,2022,7:30 PM,Mumbai Indians vs Sunrisers Hyderabad,DY Patil Stadium,League,
18-May-22,2022,7:30 PM,Kolkata Knight Riders vs Lucknow Super Giants,Wankhede Stadium,League,
19-May-22,2022,7:30 PM,Royal Challengers Bangalore vs Gujarat Titans,Brabourne CCI,League,
20-May-22,2022,7:30 PM,Rajasthan Royals vs Delhi Capitals,Wankhede Stadium,League,
21-May-22,2022,7:30 PM,Mumbai Indians vs Chennai Super Kings,DY Patil Stadium,League,
22-May-22,2022,7:30 PM,Sunrisers Hyderabad vs Punjab Kings,Wankhede Stadium,League,
Winner of season: Gujarat Titans
2022


pdfs/VIVO-IPL-2021-MATCH-SCHEDULE.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
9-APR-21,2021,07:30 PM,Mumbai Indians vs Royal Challengers Bangalore,Chennai,League,
10-APR-21,2021,07:30 PM,Kolkata Knight Riders vs Delhi Capitals,Mumbai,League,
11-APR-21,2021,07:30 PM,Chennai Super Kings vs Sunrisers Hyderabad,Chennai,League,
12-APR-21,2021,07:30 PM,Rajasthan Royals vs Punjab Kings,Mumbai,League,
13-APR-21,2021,07:30 PM,Sunrisers Hyderabad vs Mumbai Indians,Chennai,League,
14-APR-21,2021,07:30 PM,Rajasthan Royals vs Royal Challengers Bangalore,Chennai,League,
15-APR-21,2021,07:30 PM,Mumbai Indians vs Delhi Capitals,Mumbai,League,
16-APR-21,2021,07:30 PM,Punjab Kings vs Chennai Super Kings,Mumbai,League,
17-APR-21,2021,07:30 PM,Mumbai Indians vs Sunrisers Hyderabad,Chennai,League,
18-APR-21,03:30 PM,Royal Challengers Bangalore vs Kolkata Knight Riders,Chennai,League,
18-APR-21,07:30 PM,Delhi Capitals vs Punjab Kings,Mumbai,League,
19-APR-21,07:30 PM,Chennai Super Kings vs Rajasthan Royals,Mumbai,League,
20-APR-21,07:30 PM,Delhi Capitals vs Mumbai Indians,Chennai,League,
21-APR-21,03:30 PM,Punjab Kings vs Sunrisers Hyderabad,Chennai,League,
21-APR-21,07:30 PM,Kolkata Knight Riders vs Chennai Super Kings,Mumbai,League,
22-APR-21,07:30 PM,Royal Challengers Bangalore vs Rajasthan Royals,Mumbai,League,
23-APR-21,07:30 PM,Punjab Kings vs Mumbai Indians,Chennai,League,
24-APR-21,07:30 PM,Rajasthan Royals vs Chennai Super Kings,Mumbai,League,
25-APR-21,03:30 PM,Chennai Super Kings vs Sunrisers Hyderabad,Mumbai,League,
25-APR-21,07:30 PM,Sunrisers Hyderabad vs Kolkata Knight Riders,Chennai,League,
26-APR-21,07:30 PM,Punjab Kings vs Royal Challengers Bangalore,Ahmedabad,League,
27-APR-21,07:30 PM,Delhi Capitals vs Kolkata Knight Riders,Ahmedabad,League,
28-APR-21,07:30 PM,Chennai Super Kings vs Sunrisers Hyderabad,Delhi,League,
29-APR-21,03:30 PM,Delhi Capitals vs Royal Challengers Bangalore,Delhi,League,
29-APR-21,07:30 PM,Delhi Capitals vs Kolkata Knight Riders,Ahmedabad,League,
30-APR-21,07:30 PM,Punjab Kings vs Royal Challengers Bangalore,Ahmedabad,League,
1-MAY-21,07:30 PM,Mumbai Indians vs Sunrisers Hyderabad,Delhi,League,
2-MAY-21,03:30 PM,Mumbai Indians vs Rajasthan Royals,Delhi,League,
2-MAY-21,07:30 PM,Punjab Kings vs Kolkata Knight Riders,Ahmedabad,League,
3-MAY-21,07:30 PM,Rajasthan Royals vs Sunrisers Hyderabad,Ahmedabad,League,
4-MAY-21,07:30 PM,Kolkata Knight Riders vs Chennai Super Kings,Delhi,League,
5-MAY-21,07:30 PM,Rajasthan Royals vs Chennai Super Kings,Delhi,League,
